ID_EVALUACION,CODIGO_AUDITOR,COD_PROY,Fecha de ejecucion,RESULTADO,TITULO_CUESTIONARIO
1982839,66669,0457_003,09/04/2014,"0,9",MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1982840,R00004,0457_003,10/04/2014,"0,95",MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1982841,33108,0457_003,22/04/2014,"0,9667",MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1982842,R01206,0457_003,21/04/2014,1,MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1982843,R01206,0457_003,10/04/2014,"0,9167",MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1982844,30828,0457_003,11/04/2014,1,MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1982845,31441,0457_003,14/04/2014,1,MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1982846,66677,0457_003,15/04/2014,"0,93",MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1982847,30180,0457_003,16/04/2014,"0,9",MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1982848,31441,0457_003,14/04/2014,1,MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1982849,34271,0457_003,03/04/2014,"0,93",MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1982850,31223,0457_003,16/04/2014,1,MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1982851,31441,0457_003,14/04/2014,"0,9",MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1982852,R00004,0457_003,10/04/2014,"0,78",MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1982853,30180,0457_003,16/04/2014,"0,9",MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1982854,33710,0457_003,15/04/2014,"0,8167",MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1982855,30828,0457_003,15/04/2014,1,MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1982856,31441,0457_003,14/04/2014,1,MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1982857,10,0457_003,25/04/2014,1,MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1982858,R02902,0457_003,14/04/2014,1,MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1982859,R29407,0457_003,21/04/2014,"0,8967",MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1982860,30658,0457_003,23/04/2014,1,MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1982861,30658,0457_003,23/04/2014,"0,7833",MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1982862,29100,0457_003,12/04/2014,"0,9667",MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1982863,R01206,0457_003,16/04/2014,1,MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1982864,10,0457_003,14/04/2014,1,MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1982865,R01206,0457_003,16/04/2014,1,MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1982866,29100,0457_003,12/04/2014,"0,9167",MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1982867,R00004,0457_003,15/04/2014,1,MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1982868,R00004,0457_003,10/04/2014,1,MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1982869,33902,0457_003,19/04/2014,1,MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1982870,30828,0457_003,15/04/2014,1,MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1982871,66676,0457_003,08/04/2014,"0,58",MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1982872,31223,0457_003,16/04/2014,1,MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1982873,31223,0457_003,16/04/2014,"0,88",MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1982874,31223,0457_003,16/04/2014,1,MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1982875,31223,0457_003,16/04/2014,1,MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1982876,30180,0457_003,03/04/2014,"0,9",MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1982877,30180,0457_003,03/04/2014,"0,8667",MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1982878,R01206,0457_003,10/04/2014,"0,9167",MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1982879,29508,0457_003,15/04/2014,"0,9167",MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1982880,29100,0457_003,21/04/2014,"0,8467",MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1982881,29100,0457_003,10/04/2014,"0,68",MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1982882,29100,0457_003,10/04/2014,"0,8833",MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1982883,29100,0457_003,10/04/2014,"0,9167",MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1982884,34012,0457_003,23/04/2014,"0,9",MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1982885,31559,0457_003,12/04/2014,"0,95",MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1982886,66670,0457_003,21/04/2014,"0,7967",MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1982887,31441,0457_003,14/04/2014,1,MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1982888,33902,0457_003,22/04/2014,1,MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1982892,R00004,0457_003,15/04/2014,1,MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1982904,29100,0457_004,21/04/2014,"0,8467",MYSTERY SHOPPER CONSUMO P1 (ABR_14)
1982905,29407,0457_004,15/04/2014,"0,93",MYSTERY SHOPPER CONSUMO P1 (ABR_14)
1982906,31559,0457_004,12/04/2014,"0,9167",MYSTERY SHOPPER CONSUMO P1 (ABR_14)
1982907,29407,0457_004,15/04/2014,"0,7967",MYSTERY SHOPPER CONSUMO P1 (ABR_14)
1982908,30180,0457_004,28/04/2014,"0,9",MYSTERY SHOPPER CONSUMO P1 (ABR_14)
1982909,66676,0457_004,09/04/2014,"0,6967",MYSTERY SHOPPER CONSUMO P1 (ABR_14)
1982910,R01206,0457_004,16/04/2014,"0,9333",MYSTERY SHOPPER CONSUMO P1 (ABR_14)
1982911,29100,0457_004,21/04/2014,"0,8967",MYSTERY SHOPPER CONSUMO P1 (ABR_14)
1982912,30180,0457_004,28/04/2014,"0,8667",MYSTERY SHOPPER CONSUMO P1 (ABR_14)
1982913,33902,0457_004,23/04/2014,"0,9667",MYSTERY SHOPPER CONSUMO P1 (ABR_14)
1982914,31559,0457_004,11/04/2014,1,MYSTERY SHOPPER CONSUMO P1 (ABR_14)
1982915,34067,0457_004,03/04/2014,"0,88",MYSTERY SHOPPER CONSUMO P1 (ABR_14)
1982916,29773,0457_004,11/04/2014,"0,8",MYSTERY SHOPPER CONSUMO P1 (ABR_14)
1982917,29724,0457_004,11/04/2014,"0,9167",MYSTERY SHOPPER CONSUMO P1 (ABR_14)
1982918,30550,0457_004,22/04/2014,"0,5467",MYSTERY SHOPPER CONSUMO P1 (ABR_14)
1982919,33133,0457_004,14/04/2014,"0,95",MYSTERY SHOPPER CONSUMO P1 (ABR_14)
1982920,30103,0457_004,05/04/2014,"0,3967",MYSTERY SHOPPER CONSUMO P1 (ABR_14)
1982921,33280,0457_004,23/04/2014,"0,9167",MYSTERY SHOPPER CONSUMO P1 (ABR_14)
1982923,33174,0457_004,23/04/2014,1,MYSTERY SHOPPER CONSUMO P1 (ABR_14)
1982924,30260,0457_004,17/04/2014,1,MYSTERY SHOPPER CONSUMO P1 (ABR_14)
1982925,30369,0457_004,08/04/2014,"0,85",MYSTERY SHOPPER CONSUMO P1 (ABR_14)
1982926,34049,0457_004,19/04/2014,"0,6967",MYSTERY SHOPPER CONSUMO P1 (ABR_14)
1982928,30868,0457_004,23/04/2014,1,MYSTERY SHOPPER CONSUMO P1 (ABR_14)
1982929,33883,0457_004,14/04/2014,"0,7167",MYSTERY SHOPPER CONSUMO P1 (ABR_14)
1982930,30195,0457_004,23/04/2014,"0,6667",MYSTERY SHOPPER CONSUMO P1 (ABR_14)
1982931,29116,0457_004,16/04/2014,"0,9167",MYSTERY SHOPPER CONSUMO P1 (ABR_14)
1982932,29889,0457_004,22/04/2014,"0,9",MYSTERY SHOPPER CONSUMO P1 (ABR_14)
1982933,30103,0457_004,11/04/2014,"0,6833",MYSTERY SHOPPER CONSUMO P1 (ABR_14)
1982934,34008,0457_004,16/04/2014,"0,6967",MYSTERY SHOPPER CONSUMO P1 (ABR_14)
1982935,34190,0457_004,12/04/2014,"0,5967",MYSTERY SHOPPER CONSUMO P1 (ABR_14)
1982936,30868,0457_004,23/04/2014,"0,4467",MYSTERY SHOPPER CONSUMO P1 (ABR_14)
1982937,30008,0457_004,05/04/2014,"0,83",MYSTERY SHOPPER CONSUMO P1 (ABR_14)
1982938,32844,0457_004,23/04/2014,"0,7167",MYSTERY SHOPPER CONSUMO P1 (ABR_14)
1982940,30195,0457_001,16/04/2014,1,MYSTERY SHOPPER SERVICIO PDV 2.0 TTPP P1 (ABR 14)
1982941,32826,0457_001,22/04/2014,"0,93",MYSTERY SHOPPER TTPP PDV 2.0 P1 (ABR_14)
1982942,30260,0457_001,17/04/2014,1,MYSTERY SHOPPER TTPP PDV 2.0 P1 (ABR_14)
1982943,32585,0457_001,15/04/2014,"0,84",MYSTERY SHOPPER TTPP PDV 2.0 P1 (ABR_14)
1982944,32528,0457_002,04/04/2014,"0,95",MYSTERY SHOPPER FFQQ P1 (ABR_14)
1982945,R29994,0457_002,09/04/2013,"0,95",MYSTERY SHOPPER FFQQ P1 (ABR_14)
1982946,29706,0457_002,12/04/2014,"0,6175",MYSTERY SHOPPER FFQQ P1 (ABR_14)
1982947,34062,0457_002,09/04/2014,"0,95",MYSTERY SHOPPER FFQQ P1 (ABR_14)
1982948,33675,0457_002,16/04/2014,"0,83",MYSTERY SHOPPER FFQQ P1 (ABR_14)
1982949,33280,0457_002,15/04/2014,1,MYSTERY SHOPPER FFQQ P1 (ABR_14)
1982950,30868,0457_002,22/04/2014,"0,9667",MYSTERY SHOPPER FFQQ P1 (ABR_14)
1982951,30008,0457_002,07/04/2014,"0,95",MYSTERY SHOPPER FFQQ P1 (ABR_14)
1982952,31144,0457_002,09/04/2014,1,MYSTERY SHOPPER FFQQ P1 (ABR_14)
1982953,32664,0457_002,19/04/2014,1,MYSTERY SHOPPER FFQQ P1 (ABR_14)
1982954,33133,0457_002,14/04/2014,"0,95",MYSTERY SHOPPER FFQQ P1 (ABR_14)
1982955,30369,0457_002,08/04/2014,"0,88",MYSTERY SHOPPER FFQQ PDV 2.0 P1 (ABR_14)
1982957,31084,0457_002,10/04/2014,"0,9667",MYSTERY SHOPPER FFQQ P1 (ABR_14)
1982959,34049,0457_002,22/04/2014,"0,83",MYSTERY SHOPPER FFQQ P1 (ABR_14)
1982961,32683,0457_002,23/04/2014,"0,88",MYSTERY SHOPPER FFQQ P1 (ABR_14)
1982963,34062,0457_002,09/04/2014,"0,88",MYSTERY SHOPPER FFQQ P1 (ABR_14)
1982964,33024,0457_002,16/04/2014,1,MYSTERY SHOPPER FFQQ PDV 2.0 P1 (ABR_14)
1982966,33951,0457_002,21/04/2014,"0,815",MYSTERY SHOPPER FFQQ PDV 2.0 P1 (ABR_14)
1982968,30868,0457_002,22/04/2014,"0,955",MYSTERY SHOPPER FFQQ PDV 2.0 P1 (ABR_14)
1982970,34068,0457_002,23/04/2014,"0,9",MYSTERY SHOPPER FFQQ PDV 2.0 P1 (ABR_14)
1982972,29175,0457_002,23/04/2014,"0,955",MYSTERY SHOPPER FFQQ PDV 2.0 P1 (ABR_14)
1982974,29501,0457_002,23/04/2014,"0,9",MYSTERY SHOPPER FFQQ PDV 2.0 P1 (ABR_14)
1982978,31707,0457_002,23/04/2014,"0,84",MYSTERY SHOPPER FFQQ PDV 2.0 P1 (ABR_14)
1982982,R29407,0045_001,09/04/2014,"0,943",Cuestionario Gadis nuevas ponderaciones
1982984,2730,0457_004,08/04/2014,1,MYSTERY SHOPPER CONSUMO P1 (ABR_14)
1982985,33427,0457_004,07/04/2014,1,MYSTERY SHOPPER CONSUMO P1 (ABR_14)
1982986,34143,0457_004,10/04/2014,"0,83",MYSTERY SHOPPER CONSUMO P1 (ABR_14)
1982987,2730,0457_004,08/04/2014,"0,8167",MYSTERY SHOPPER CONSUMO P1 (ABR_14)
1982988,31924,0457_004,08/04/2014,1,MYSTERY SHOPPER CONSUMO P1 (ABR_14)
1982989,29665,0457_004,14/04/2014,"0,8967",MYSTERY SHOPPER CONSUMO P1 (ABR_14)
1982990,2643,0457_004,15/04/2014,"0,9667",MYSTERY SHOPPER CONSUMO P1 (ABR_14)
1982991,30811,0457_004,22/04/2014,"0,7967",MYSTERY SHOPPER CONSUMO P1 (ABR_14)
1982992,2730,0457_004,04/04/2014,"0,9",MYSTERY SHOPPER CONSUMO P1 (ABR_14)
1982993,32583,0457_004,04/04/2014,1,MYSTERY SHOPPER CONSUMO P1 (ABR_14)
1982994,32002,0457_004,12/04/2014,"0,83",MYSTERY SHOPPER CONSUMO P1 (ABR_14)
1982995,34204,0457_004,15/04/2014,"0,7467",MYSTERY SHOPPER CONSUMO P1 (ABR_14)
1982996,30811,0457_004,22/04/2014,"0,8833",MYSTERY SHOPPER CONSUMO P1 (ABR_14)
1982997,34204,0457_004,11/04/2014,"0,9667",MYSTERY SHOPPER CONSUMO P1 (ABR_14)
1982998,29665,0457_004,14/04/2014,"0,8467",MYSTERY SHOPPER CONSUMO P1 (ABR_14)
1982999,33427,0457_004,08/04/2014,"0,73",MYSTERY SHOPPER CONSUMO P1 (ABR_14)
1983000,34287,0457_004,05/04/2014,1,MYSTERY SHOPPER CONSUMO P1 (ABR_14)
1983005,34204,0457_003,09/04/2014,"0,8667",MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1983006,2730,0457_003,03/04/2014,1,MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1983007,2730,0457_003,04/04/2014,"0,95",MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1983008,32902,0457_003,23/04/2014,"0,95",MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1983009,66702,0457_003,25/04/2014,1,MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1983010,2730,0457_003,03/04/2014,1,MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1983011,31433,0457_003,17/04/2014,"0,95",MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1983012,33991,0457_003,11/04/2014,"0,95",MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1983014,32902,0457_003,11/04/2014,"0,95",MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1983015,32902,0457_003,15/04/2014,"0,4133",MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1983016,34287,0457_003,17/04/2014,"0,95",MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1983017,34287,0457_003,09/04/2014,"0,8667",MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1983020,33399,0457_003,23/04/2014,"0,95",MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1983021,33657,0457_003,11/04/2014,1,MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1983022,29665,0457_003,08/04/2014,"0,9667",MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1983023,33626,0457_003,23/04/2014,"0,88",MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1983026,34285,0457_003,07/04/2014,"0,8333",MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1983027,33626,0457_003,09/04/2014,"0,95",MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1983028,33625,0457_003,08/04/2014,"0,83",MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1983029,33625,0457_003,08/04/2014,"0,95",MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1983030,34287,0457_003,09/04/2014,"0,8667",MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1983181,66704,0457_003,25/04/2014,"0,6667",MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1983232,29889,0457_003,10/04/2014,"0,8167",MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1983233,127,0457_003,17/04/2014,"0,8967",MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1983234,30103,0457_003,22/04/2014,1,MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1983235,31085,0457_003,23/04/2014,"0,8667",MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1983243,33133,0457_003,10/04/2014,"0,9",MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1983244,33133,0457_003,10/04/2014,1,MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1983245,30550,0457_003,23/04/2014,"0,95",MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1983246,2474,0457_003,22/04/2014,1,MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1983247,33133,0457_003,14/04/2014,"0,95",MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1983248,33675,0457_003,23/04/2014,"0,95",MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1983249,34283,0457_003,04/04/2014,1,MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1983250,32683,0457_003,15/04/2014,1,MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1983251,R29994,0457_003,14/04/2014,"0,9",MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1983252,34067,0457_003,08/04/2014,"0,8667",MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1983253,R29530,0457_003,22/04/2014,1,MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1983254,32942,0457_003,05/04/2014,"0,9",MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1983255,32942,0457_003,08/04/2014,"0,95",MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1983256,R29530,0457_003,04/04/2014,"0,7333",MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1983257,33996,0457_003,16/04/2014,"0,7833",MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1983258,34061,0457_003,10/04/2014,"0,9667",MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1983259,901_02707,0457_003,22/04/2014,1,MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1983260,30260,0457_003,16/04/2014,1,MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1983261,33174,0457_003,28/04/2014,"0,9",MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1983262,901_02707,0457_003,22/04/2014,"0,9667",MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1983263,33381,0457_003,17/04/2014,1,MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1983264,R29530,0457_003,07/04/2014,"0,93",MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1983265,30195,0457_003,16/04/2014,1,MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1983266,29724,0457_003,11/04/2014,1,MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1983267,R29994,0457_003,11/04/2013,"0,73",MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1983269,32942,0457_003,15/04/2014,"0,95",MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1983271,32942,0457_003,05/04/2014,"0,95",MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1983272,33133,0457_003,15/04/2014,"0,9",MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1983273,R29994,0457_003,23/04/2014,"0,85",MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1983274,30260,0457_003,22/04/2014,1,MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1983275,R29530,0457_003,22/04/2014,1,MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1983276,33133,0457_003,08/04/2014,"0,95",MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1983277,30260,0457_003,22/04/2014,1,MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1983278,30260,0457_003,16/04/2014,1,MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1983279,32136,0457_003,14/04/2014,"0,7833",MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1983280,33133,0457_003,09/04/2014,"0,95",MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1983281,R29994,0457_003,22/04/2014,"0,9333",MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1983282,R29994,0457_003,22/04/2014,"0,9167",MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1983283,33174,0457_003,29/04/2014,"0,8133",MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1983284,29706,0457_003,16/04/2014,"0,53",MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1983285,66685,0457_003,23/04/2014,"0,9667",MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1983286,31708,0457_003,16/04/2014,"0,9",MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1983287,29116,0457_003,22/04/2014,"0,8167",MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1983288,34217,0457_003,09/04/2014,"0,73",MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1983289,339,0457_003,22/04/2014,"0,5633",MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1983290,34217,0457_003,07/04/2014,"0,6133",MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1983291,33981,0457_003,23/04/2014,"0,9667",MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1983292,901_02707,0457_003,10/04/2014,"0,8333",MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1983293,30549,0457_003,16/04/2014,1,MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1983294,R29530,0457_003,11/04/2014,1,MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1983296,30260,0457_003,17/04/2014,1,MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1983297,32664,0457_003,19/04/2014,"0,95",MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1983298,127,0457_003,05/04/2014,"0,6633",MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1983299,33996,0457_003,05/04/2014,"0,95",MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1983300,339,0457_003,25/04/2014,"0,38",MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1983302,33381,0457_003,17/04/2014,"0,8989",MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1983303,127,0457_003,05/04/2014,"0,8967",MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1983306,R29502,0457_003,23/04/2014,1,MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1983307,32942,0457_003,12/04/2014,"0,95",MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1983308,30895,0457_003,10/04/2014,"0,78",MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1983309,31056,0457_003,11/04/2014,"0,73",MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1983310,901_02707,0457_003,23/04/2014,1,MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1983311,33133,0457_003,04/04/2014,1,MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1983312,30260,0457_003,11/04/2014,1,MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1983313,32826,0457_003,11/04/2014,"0,7333",MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1983314,31708,0457_003,05/04/2014,"0,95",MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1983315,30260,0457_003,22/04/2014,1,MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1983316,66686,0457_003,17/04/2014,1,MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1983318,R29530,0457_003,22/04/2014,1,MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1983319,32085,0457_003,09/04/2014,"0,95",MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1983320,34265,0457_003,10/04/2014,1,MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1983321,34217,0457_003,09/04/2014,1,MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1983322,R29994,0457_003,22/04/2014,"0,8967",MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1983323,29501,0457_003,22/04/2014,"0,7333",MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1983324,33675,0457_003,23/04/2014,"0,95",MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1983325,33996,0457_003,05/04/2014,"0,9167",MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1983327,32664,0457_003,22/04/2014,"0,85",MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1983328,30008,0457_003,03/04/2014,"0,95",MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1983329,33981,0457_003,07/04/2014,1,MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1983330,33133,0457_003,04/04/2014,"0,85",MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1983331,127,0457_003,11/04/2014,"0,88",MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1983382,32099,0457_003,08/04/2014,1,MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1983383,33893,0457_003,22/04/2014,"0,95",MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1983384,30811,0457_003,07/04/2014,"0,9167",MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1983385,34261,0457_003,17/04/2014,"0,83",MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1983386,33979,0457_003,08/04/2014,"0,7967",MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1983387,30811,0457_003,22/04/2014,"0,88",MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1983388,30811,0457_003,07/04/2014,1,MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1983389,33427,0457_003,19/04/2014,"0,93",MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1983391,33427,0457_003,16/04/2014,"0,9667",MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1983392,33427,0457_003,16/04/2014,"0,8",MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1983393,33427,0457_003,16/04/2014,"0,8333",MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1983394,32921,0457_003,22/04/2014,"0,9167",MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1983395,29665,0457_003,15/04/2014,"0,8967",MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1983396,33399,0457_003,14/04/2014,"0,9333",MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1983397,34231,0457_003,22/04/2014,1,MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1983398,34231,0457_003,22/04/2014,1,MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
1983399,32669,0457_003,09/04/2014,"0,6967",MYSTERY SHOPPER ESPECIALISTA P1 (ABR_14)
