CODIGO_LOCAL,NOMBRE_LOCAL,CP
20,CALVO SOTELO  -505-,3003
33,GAMBO -6-,3500
41,LA MARINA -111-,3509
5,L'ALJUB  -510-,3205
58,CARAGUS -2-,3750
65,PLAZA MAR 2  -509-,3002
70,GRAN VIA - ALICANTE -9-,3015
72,PB1- AV. SALAMANCA,3003
80,MEDITERRANEO -112-,3500
103,ESPACIO MEDITERRANEO,30395
92,NUEVA CONDOMINA -92-,30110
93,THADER -93-,30110
1,ALGARVE SHOPPING -217-,99999
16,BRAGA PARQUE  -214-,4700
23,COLOMBO -202-,1500
31,FOZ PLAZA -219-,3080
32,GAIA SHOPPING -201-,4430
37,GUIMARAES SHOPPING -204-,99999
50,MADEIRA SHOPPING -216-,99999
51,MAIA SHOPPING -207-,4470
54,MONTIJO -222-,2870
55,NORTE SHOPPING -212-,4460
6,FORUM ALMADA -221-,2800
64,FORUM MADEIRA -225-,9000
68,MODELO PORTIMAO -218-,8500
83,VASCO DA GAMA -213-,1900
85,VIA CATARINA -203-,4000
97,DOURO -97-,5000
37a,Valencia Colon,46004
90,LAS ROTONDAS  -090-,35600
152,Tienda PHONE HOUSE CC Mediterr�neo (Almer�a),4009
153,Tienda PHONE HOUSE Pso Almeria 7 (Almeria)WL,4001
211,Tienda PHONE HOUSE CC GranPlaza (Roquetas)WL,4740
872,Tienda  PHONE HOUSE - Cc Leclerc F,6200
749,Tienda  PHONE HOUSE - CC El Faro (Badajoz) W,6006
293,Tienda PHONE HOUSE CC Conquistadores (Bdjoz),6006
8102,Tienda  PHONE HOUSE - Portugal 3 F,6400
8186,"Tienda PHONE HOUSE Merida, Sta Eulalia 35 F",6800
116,C.C. PONTE VELLA,32003
891,Tienda PHONE HOUSE VILLANUEVA DE LA SERENA,6700
895,Tienda  PHONE HOUSE - Jerez De Los Caballeros F,6380
10,AZAFRANAL -41-,37001
100,ESPACIO TORRELODONES,28250
109,PLAZA NORTE 2,28700
117,"KURUXAN HORTALEZA, S.L",28043
118,RIO SHOPPING - PACO MARTINEZ,47195
125,PARQUESUR,28916
17,EL MIRADOR -19-,9006
18,CALLE MAYOR  -501-,28013
3,TRES AGUAS -22-,28922
57,IMPERIAL PLAZA,50197
60,LAS HUERTAS -13-,34004
61,EL FERIAL -12-,28980
67,ISLAZUL,28054
79,EL TORMES -44-,37900
87,ZARATAN -21-,47610
9,EL BULEVAR -16-,5004
91,PLENILUNIO -91-,28022
94,GETAFE -94-,28905
150,Tienda PHONE HOUSE Menacho 10 (Badajoz),6001
775,Tienda PHONE HOUSE CC Carref Badajoz II (Ba),6010
892,"Tienda PHONE HOUSE Chiclana, Pza Bodegas F",11130
191,Tienda PHONE HOUSE San Francisco 16 (C�diz),11004
8231,"Tienda PHONE HOUSE Cadiz, Ana de Viya 18F",11009
8205,"Tienda PHONE HOUSE Jerez de la Fra,Larga 16F",11402
310,Tienda PHONE HOUSE CC UGC Cinecit� (Algecrs),11370
773,Tienda PHONE HOUSE CC Gran Sur (la L�nea),11300
738,Tienda PHONE HOUSE CC El Paseo (Pto Sta M�),11500
570,Tienda PHONE HOUSE CC Puerta Europa(Algcirs),11202
8198,"Tienda PHONE HOUSE Algeciras,Blas Infante 3F",11201
830,"Tienda PHONE HOUSE Puente Genil, M. Melgar F",14500
897,Tienda  PHONE HOUSE - Pza Alta Y Baja F,35468
401,Tienda PHONE HOUSE CC S.Fernando Pza. (C�dz),11100
428,Tienda PHONE HOUSE Carrera Monjas28 (Priego),14800
139,Tienda PHONE HOUSE CC Bah�a Sur (S.Fernando),11100
C139,Tienda  ORANGE - CC Bah�a Sur (S.Fernando),11100
794,Tienda PHONE HOUSE CC Jerez Sur (Jerez) W,11407
746,Tienda PHONE HOUSE CC Alcampo Jerez (C�diz),11408
757,Tienda PHONE HOUSE Hmano Ferm�n  (Sanl�car),11540
7042,Tienda PHONE HOUSE CC Las Dunas (Sanluc) WUL,11540
2000,Tienda YOIGO CC Arc�ngel (C�rdobaY,14010
2114,Tienda YOIGO CC La Sierra (C�rdoba) Y,14012
518,Tienda  PHONE HOUSE - CC La Sierra (C�rdoba),14012
739,Tienda  PHONE HOUSE - CC El Arc�ngel (C�rdoba)W,14010
770,Tienda PHONE HOUSE CC Zoco (C�rdoba) W,14005
431,Tienda  PHONE HOUSE - Av. Vi�uela 17 (C�rdoba),14010
8132,"Tienda PHONE HOUSE LORA DEL RIO, CRUZ 6 F",41440
8221,Tienda PHONE HOUSE Los Palacios y Villa F,41720
486,Tienda PHONE HOUSE Mesones 1 (Granada) WL,18001
234,Tienda PHONE HOUSE Zacat�n 21 (Granada),18001
101,ESPACIO LEON,24010
102,ESPACIO BUENAVISTA,33001
106,C.C.  BALLONTI LOCAL B-15,48920
115,PASEO BEGO�A,33201
12,MAX CENTER - BARAKALDO  -433-,48903
124,GIL DE JAZ,33001
21,VALLE REAL  -434-,39609
34,GORBEA  -436-,1196
43,LAKUA  -432-,1010
48,LOS PRADOS -47-,33011
62,PARQUE ASTUR -43-,33400
63,PE�ACASTILLO  -431-,39012
69,PARQUE PRINCIPADO -45-,33420
7,ARTEA  -435-,48940
527,Tienda PHONE HOUSE CC Alcampo (Granada) ET,18013
7005,Tienda PHONE HOUSE CC SERRALLO (GRANADA) W,18008
76,STAND -  CARREFOUR ANDUJAR,23000
128,Tienda PHONE HOUSE Recogidas 25 (Granada) WL,18005
7006,Tienda PHONE HOUSE CC Carrefour Hoela(Hlv)WL,21007
C7006,Tienda  ORANGE - CC Holea,21007
270,Tienda PHONE HOUSE Berdig�n 4 (Huelva),21003
278,Tienda PHONE HOUSE CC Aqual�n (Huelva),21001
271,Tienda PHONE HOUSE Pasaje Comercio 16 (Jaen),23700
279,Tienda PHONE HOUSE San Francisco 6 (And�jar),23740
812,"Tienda PHONE HOUSE �beda, Trinidad 22 F",23400
136,Tienda  PHONE HOUSE - Rold�n y Mar�n 10 (Ja�n),23009
727,Tienda PHONE HOUSE CC La Loma (Ja�n),23009
C811,Tienda  YOIGO -C/ LA BOLA,29400
811,"Tienda PHONE HOUSE Ronda, Ctra Espinel 45 F",29400
398,Tienda PHONE HOUSE Lucena 57 (Antequera),29200
8220,"Tienda PHONE HOUSE CC La Veronica, Antequera",29200
3931,INDALO MOTOR,4230
371,Tienda PHONE HOUSE CC La Rosaleda (M�laga),29011
2002,Tienda YOIGO CC Larios (M�laga) Y,29002
2001,Tienda  YOIGO - CC Plaza Mayor (M�laga) Y,29004
526,Tienda PHONE HOUSE CC Larios (M�laga )W,29005
771,Tienda  PHONE HOUSE - CC Vialia Estaci�n M�laga,29002
C771,Tienda  ORANGE - CC Vialia Estaci�n,29002
135,Tienda  PHONE HOUSE - Mques Larios 1 (M�lga),29015
169,Tienda  PHONE HOUSE - CC Plaza Mayor (M�laga),29004
C169,Tienda  VODAFONE - cc plaza mayor,29004
759,Tienda PHONE HOUSE CC Rinc�n de la Victoria,29720
763,Tienda PHONE HOUSE CC El Ingenio(V�lez-M�l)W,29700
8137,Tienda PHONE HOUSE CARTAMA ESTACION F,29580
491,Tienda PHONE HOUSE CC La Ca�ada (Marbella)WL,29600
370,Tienda PHONE HOUSE CC La Trocha (Coin),29100
396,Tienda  PHONE HOUSE - CC Carrefour Torremolinos,29620
13,BARNASUD  P13,8850
24,CREU COBERTA  -504-,8014
25,DIAGONAL MAR  -453-,8019
40,LA MAQUINISTA  -506-,8030
44,LAS GLORIAS  -604-,8018
52,MAX CENTER - HOSPITALET  -454-,8901
73,ROGENT  -503-,8026
98,MAGIC BADALONA,8917
99,VILAMARINA,8840
111,AS TERMAS -P77-,27003
112,ODEON -PA8-,15570
121,AS CANCELAS,15703
110,A CORU�A -P76-,15003
113,CELTIAM SHOPS S.L.,36204
2115,Tienda YOIGO CC Camas (Sevilla) Y,41900
420,Tienda  PHONE HOUSE CC Metromar (Mairena),41927
C778,Tienda CARREFOUR  CC Aljarafe(Camas),41900
778,Tienda  PHONE HOUSE - CC Aljarafe(Camas) W,41900
411,Tienda PHONE HOUSE CC Alcal� Parque (Sevill),41500
2113,Tienda YOIGO CC Los Alcores (Sevilla)Y,41500
731,Tienda  PHONE HOUSE - CC Los Alcores (A.Guad)W,41500
C286,Tienda  VODAFONE - Avd Luis de Morales,41005
2012,Tienda  YOIGO - CC Los Arcos (Sevilla) Y,41006
502,Tienda  PHONE HOUSE - CC Los Arcos (Sevilla),41007
7007,Tienda PHONE HOUSE CC CRF MACARENA (SEV) WL,41020
286,Tienda  PHONE HOUSE - CC Nervi�n Plaza (Sev),41005
246,Tienda PHONE HOUSE San Eloy 45 (Sevilla),41001
93,"Tienda  PHONE HOUSE - Sierpes, 44 (Sevilla)",41004
7031,Tienda PHONE HOUSE CCAlcampo Sevilla(SVQ) WL,41005
853,"Tienda  PHONE HOUSE Coria dl Rio, Cervantes F",41100
8103,"Tienda PHONE HOUSE La Rinconada,Marconi 3F",41300
8106,Tienda  PHONE HOUSE - Colon F,41800
111,"Tienda PHONE HOUSE Asunci�n, 33 (Sevilla)",41011
361,Tienda PHONE HOUSE CC Megaocio (Bormujos),41930
245,Tienda PHONE HOUSE San Jacinto 11 (Sevilla),41010
341,Tienda PHONE HOUSE La Mina 9 (Dos Hermanas),41700
418,Tienda PHONE HOUSE CC Montequinto (Dos Her),41089
A-B3,Ferrari Store /  A-B3,8820
A-B53,NEWS & BOOKS T1,8000
1496,INTERNITY (AVENIR TELECOM S.A.),28921
28,Tienda PHONE HOUSE Mayor 38 (Alcorc�n),28921
241,Tienda  PHONE HOUSE - CC Parque Oeste (Alcrc�n),28920
14,Tienda PHONE HOUSE Av 2 Mayo 26 (M�stoles) W,28934
766,Tienda PHONE HOUSE CC M�stoles (M�stoles),28935
642,642,8003
901,901,8320
26,SEVILLA FACTORY -17-,41700
5,AYRE HOTEL ASTORIA PALACE,46002
42,LA OROTAVA  -351-,38300
53,MERIDIANO  -352-,38005
290,Tienda PHONE HOUSE CC El Mirador (Cuenca),16004
569,Tienda  PHONE HOUSE - CC El Saler (Valencia) W,46013
389,Tienda PHONE HOUSE CC Aqua (Valencia),46023
736,Tienda PHONE HOUSE CC Nuevo Centro (Val.) W,46009
8165,"Tienda PHONE HOUSE AZUQUECA, VALLEHERMOSO F",19200
7037,Tienda PHONE HOUSE CC Ferial Plaza(Guadja)WL,19004
1151,INTERNITY (AVENIR TELECOM S.A.),28806
513,Tienda PHONE HOUSE CC Alcal� Magna (Alc.Hen),28806
786,Tienda PHONE HOUSE CC Abad�a (Toledo) W,45005
1155,INTERNITY (AVENIR TELECOM S.A.),28043
549,Tienda PHONE HOUSE CC G.V. Hortaleza (M),28043
206,Tienda PHONE HOUSE Daroca 1 (Zaragoza),50010
1400,Aventel,28000
1401,Aventel,28000
1402,Aventel,28000
1403,Aventel,28000
1404,Aventel,28000
1405,Aventel,28000
1406,Aventel,28000
1407,Aventel,28000
1408,Aventel,28000
1409,Aventel,28000
1410,Aventel,28000
1411,Aventel,28000
1412,Aventel,28000
1413,Aventel,28000
1414,Aventel,28000
1415,Aventel,28000
1416,Aventel,28000
1417,Aventel,28000
1418,Aventel,28000
1419,Aventel,28000
1420,Aventel,28000
1421,Aventel,28000
1422,Aventel,28000
1423,Aventel,28000
1450,Salesland,28000
1451,Salesland,28000
1452,Salesland,28000
1453,Salesland,28000
1454,Salesland,28000
1455,Salesland,28000
1456,Salesland,28000
1457,Salesland,28000
1458,Salesland,28000
1459,Salesland,28000
1460,Salesland,28000
1461,Salesland,28000
1462,Salesland,28000
1463,Salesland,28000
1464,Salesland,28000
1465,Salesland,28000
1466,Salesland,28000
1467,Salesland,28000
1468,Salesland,28000
1469,Salesland,28000
1470,Salesland,28000
1471,Salesland,28000
1472,Salesland,28000
1499,Cititeam,28000
1500,Cititeam,28000
1501,Cititeam,28000
1502,Cititeam,28000
1503,Cititeam,28000
1504,Cititeam,28000
1505,Cititeam,28000
1506,Cititeam,28000
1507,Cititeam,28000
1508,Cititeam,28000
1509,Cititeam,28000
1510,Cititeam,28000
1511,Cititeam,28000
1512,Cititeam,28000
1513,Cititeam,28000
1514,Cititeam,28000
1515,Cititeam,28000
1516,Cititeam,28000
1517,Cititeam,28000
1518,Cititeam,28000
1519,Cititeam,28000
1521,Cititeam,28000
8202,"Tienda PHONE HOUSE Madrid, Cerro Minguete F",28035
74,Tienda PHONE HOUSE Bravo Murillo 365 (M),28020
1190a,INTERNITY (AVENIR TELECOM S.A.),46183
266,Tienda PHONE HOUSE CC Eroski Luz de Castilla,40006
267,Tienda PHONE HOUSE CC Boulevard de Avila,5004
8229,"Tienda PHONE HOUSE Avila, Agust�n Rodr�g 24F",5003
4,STAND -  ALCAMPO MOTRIL,18000
1274,INTERNITY (AVENIR TELECOM S.A.),18600
8222,"Tienda PHONE HOUSE Aranda, La Miel 16 F",9200
7000,Tienda PHONE HOUSE CC Alcampo (Motril) WL,18600
328,Tienda  PHONE HOUSE - Calle Nueva 27 (Motril),18600
8210,"Tienda PHONE HOUSE Cuellar, F Las Parras  12",40200
8161,"Tienda PHONE HOUSE LAGUNA DE DUERO,MADRID F",47140
7032,Tienda PHONE HOUSE CC Valsur (Valladolid),47008
518,ALIMERKA-VA-LAGUNA DEL DUERO,47140
767,Tienda PHONE HOUSE CC Parque Eroski (CReal),13005
8211,"Tienda PHONE HOUSE Ciudad Real, Toledo 4 F",13001
8183,"Tienda PHONE HOUSE Puertollano, S.Gregorio F",13500
C8183,"Tienda  ORANGE -Paseo San Gregorio, 39",13500
878,"Tienda PHONE HOUSE Zafra, Av Duques Feria F",6300
846,"Tienda PHONE HOUSE Pozoblanco, Mayor 15 F",14400
3462,MOLINA H. VEHICULOS,14013
8119,"Tienda PHONE HOUSE BAENA, VIRREY DON JOA 23 F",14859
C8119,"Tienda  YOIGO -C/ SALVADOR MU�OZ, 14",14859
8175,"Tienda PHONE HOUSE MONTILLA, CORREDERA 46 F",14550
8115,"Tienda PHONE HOUSE TORRIJOS, AV ESTACI�N F",45500
A2802,CP Madrid Oeste,28220
C2801,"AUDI - CASTELLANA WAGEN, S.A.",28034
C2802,BMW - BMW Madrid - Las Tablas,28050
1133,INTERNITY (AVENIR TELECOM S.A.),28100
1138a,INTERNITY (AVENIR TELECOM S.A.),28700
40,STAND -  ALCAMPO VALLECAS,28000
11,Tienda  PHONE HOUSE - Preciados 19 (Madrid)WL,28013
115,Tienda PHONE HOUSE Santander 6 (Burgos),9003
12,Tienda PHONE HOUSE Orense 12 (Madrid) WL,28020
2,Tienda PHONE HOUSE Conde Pe�alver 13 (Mad),28001
216,Tienda PHONE HOUSE CC Plaza Aluche (Madrid),28044
225,Tienda PHONE HOUSE CC Madrid Sur (Madrid),28018
261,Tienda PHONE HOUSE P� de las Delicias 3 (M),28045
307,Tienda PHONE HOUSE CC Plaza de Eboli (Pinto),28320
323,Tienda PHONE HOUSE Santa Clara 8 (Zamora),49003
342,Tienda PHONE HOUSE Mayor 41 (Palencia),34001
353,Tienda PHONE HOUSE CC Vista Alegre (Zamora),49001
383,Tienda  PHONE HOUSE - CC Plenilunio (Madrid) W,28022
449,Tienda PHONE HOUSE CC Isla Azul (Madrid),28054
484,Tienda PHONE HOUSE CC C.Oeste (Majadahonda),28220
5,Tienda  PHONE HOUSE - Princesa 51 (Madrid)WL,28008
503,Tienda PHONE HOUSE �tica (Pozuelo),28224
509,Tienda PHONE HOUSE CC Augusta (Zaragoza),50010
510,Tienda  PHONE HOUSE - CC Aragonia (Zaragoza),50009
544,Tienda PHONE HOUSE CC Las Huertas (Palencia),34004
546,Tienda  PHONE HOUSE - CC Ventanal Sierra (Mad),28770
578,Tienda  PHONE HOUSE - CC Plaza Norte 2 (Alcob)W,28700
581,Tienda  PHONE HOUSE - CC Los Valles (Villalba)W,28400
69,"Tienda  PHONE HOUSE - Preciados, 23 (Madrid)",28013
7009,Tienda PHONE HOUSE CC Puerto Venecia(Zrg) WL,50021
730,Tienda PHONE HOUSE CC Xanad�(Arroyomolinos)W,28939
791,Tienda PHONE HOUSE C.C Valderabuey (Zamora),49023
801,"Tienda PHONE HOUSE Ciudad Rodrigo, R.Sol F",37500
8108,"Tienda PHONE HOUSE BURGOS, PLAZA ROMA 12 F",9007
817,Tienda  PHONE HOUSE - Z��iga Rod. 2 F,37700
8182,"Tienda PHONE HOUSE Soria, CC Camaretas F",42190
8185,"Tienda PHONE HOUSE Sta Marta, CCEl Tormes F",37900
8207,"Tienda PHONE HOUSE Alcobendas,CC G.Manzana F",28100
86,Tienda PHONE HOUSE L�pez de Hoyos 108 (Mad),28002
90,"Tienda PHONE HOUSE G.V�a Juan C. I, 2(Rioja)",26002
C216,Tienda  TELANDCOM -CC Plaza Aluche (Madrid),28044
C225,Tienda  VODAFONE - c.c. madrid sur,28018
C323,Tienda  TELECOR -C/SAN TORCUATO,49003
C343,Tienda  TELANDCOM -c.c. parque corredor,28850
C351,Tienda  ORANGE - CC Vialia,37004
C6,Tienda  VODAFONE - bravo murillo,28020
101,GA.CO.RD.OUTEIRO-ALC.LENS,15010
117,GA.CO.ANDRES GAOS,15010
125,GA.CO.MONTE ALTO 2,15002
C0801,AUDI - Motorsol Mitre,8017
C0802,BMW - Ibericar Buigas - General Mitre,8017
C1701,"AUDI - AUTOPODIUM, S.A.",17005
C1702,BMW - Mart�n i Conesa - Salt,17190
3588,EIBAR MOTOR,20600
149,Tienda PHONE HOUSE CC Bonaire (Valencia) W,46960
29,Tienda  PHONE HOUSE - Juan de Austria 13 (Val),46002
522,Tienda PHONE HOUSE CC Arena Multiespacio (V),46019
55,Tienda PHONE HOUSE S.Victe M�rtir 102 (Val),46007
733,Tienda PHONE HOUSE CC Gran Turia (Valencia)W,46950
8126,"Tienda PHONE HOUSE OLIVA, LUIS VIVES 13 F",46780
8189,Tienda PHONE HOUSE C.C Carrefour Alfafar,46910
821,"Tienda PHONE HOUSE Burjassot, Colon 7 F",46100
8224,"Tienda PHONE HOUSE Alaquas, Ausias March 5F",46970
842,"Tienda PHONE HOUSE Ll�ria, Duque de Liria F",46160
881,"Tienda PHONE HOUSE L Eliana, CC El Osito FSY",46183
889,"Tienda PHONE HOUSE Puerto Sagunto, Av.9Oct F",46520
C806,Tienda  YOIGO -AVD. Al Vedat,46900
C889,Tienda  ORANGE - C/ 9 de octubre n� 65,46520
84,Tienda PHONE HOUSE Carretas 7 (Madrid),28012
C1501,"AUDI - ARROJO, S.A.",15172
C1502,BMW - Novom�vil,15175
H,Hotel Igl�,8000
30,GAES J�TIVA,46002
888,"Tienda PHONE HOUSE Benavente, Matadero F",49600
559,GA.ASTORGA,24700
500,ALIMERKA-LE-AVDA.SAN ANDRES,24000
514,ALIMERKA-LE-VIRGEN CAMINO,24000
519,ALIMERKA-LE-DUERNA(S.ANDRES RABANE),24000
128,ALIMERKA-GI-VELAZQUEZ,33540
145,ALIMERKA-GI-ELEUTERIO QUINTANILLA,33208
147,ALIMERKA-GI-VIESQUES,33690
33,ALIMERKA-GI-ALAVA 3,33404
35,ALIMERKA-GI-RAMON Y CAJAL,33204
66,ALIMERKA-GI-FEIJOO,33204
70,ALIMERKA-GI-EZCURDIA 132,33202
91,ALIMERKA-GI-C.C.COTO,33204
10,INSTITUTO,33201
13,CAMIN,33209
33,Tommy Mel's C.C. Heron Paterna,46980
14,ALIMERKA-MI-AVD.MEJICO,33600
4043,ORENSE,32003
4091,LA CORU�A,15009
8,AYRE HOTEL OVIEDO,33006
9,AYRE HOTEL ALFONSO II,33012
10,AYRE HOTEL RAMIRO I,33007
11,BAHIA SUR   -801-,11100
30,PLAZA MIRAMAR,29640
104,AREA SUR,11408
66,PLAZA MAYOR   -803-,29004
C2901,"AUDI - SAFAMOTOR, S.A.",29004
C2902,BMW - Automotor,29004
C4101,"AUDI - SEVILLA WAGEN, S.A.",41006
C4102,BMW - Aljarafe Motor,41940
796,Tienda PHONE HOUSE CC Alcampo Utebo,50180
C0301,AUDI - Serram�vil,3203
2,AYRE HOTEL GRAN VIA 4*,8004
3,AYRE HOTEL ROSELLON 4*,8025
1,AYRE HOTEL CASPE 4*,8013
A-SE2,Sibarium /  A-SE2,41000
A-SE4,The Sweet Market /  A-SE4,41000
C3001,"AUDI - HUERTAS MOTOR, S.L.",30100
C3002,BMW - Murcia Motorsport,30100
8184,"Tienda PHONE HOUSE Baza, Enrique Enriquez F",18800
8134,"Tienda PHONE HOUSE GUADIX F, OBISPO MEDINA",18500
516,Tienda PHONE HOUSE CC Luz del Tajo (Toledo),45007
17,ALIMERKA-MI-M.DE VEGA,33600
E-PL2,La Pausa /  E-PL2,13650
9,GAES ALAQUAS,46970
10,GAES ALDAIA,46960
11,GAES ALGEMES�,46680
12,GAES ALMASSORA,12550
21,GAES CARTEROS,46017
27,GAES GANDIA I,46701
31,GAES J�TIVA ALAMEDA,46800
38,GAES MONCADA,46113
40,GAES ONTENIENTE,46870
47,GAES REQUENA,46340
51,GAES SEGORBE,12400
52,GAES SUECA,46410
COMP_008,AUDIPEDIA,46870
COMP_009,OPTICAL CENTER,46002
37,STAND -  ALCAMPO FUENLABRADA,28000
186,STAND -  CARREFOUR LEGANES,28000
756,Tienda PHONE HOUSE CC Gran Plaza2 (Majasah)W,28222
782,Tienda PHONE HOUSE CC Espacio (Torrelodo),28250
8154,"Tienda PHONE HOUSE GALAPAGAR, VELETA 2F",28260
2601,Aventel,28000
2602,Aventel,28000
2603,Aventel,28000
2604,Aventel,28000
2605,Aventel,28000
2606,Aventel,28000
2607,Aventel,28000
2608,Aventel,28000
2609,Aventel,28000
2610,Aventel,28000
2611,Aventel,28000
2612,Aventel,28000
2613,Aventel,28000
2614,Aventel,28000
2615,Aventel,28000
2616,Aventel,28000
2617,Aventel,28000
2618,Aventel,28000
2619,Aventel,28000
2620,Aventel,28000
2621,Aventel,28000
2622,Aventel,28000
2623,Aventel,28000
2624,Aventel,28000
2625,Aventel,28000
2653,Salesland,28000
2654,Salesland,28000
2655,Salesland,28000
2656,Salesland,28000
2657,Salesland,28000
2658,Salesland,28000
2659,Salesland,28000
2660,Salesland,28000
2662,Salesland,28000
2663,Salesland,28000
2664,Salesland,28000
2665,Salesland,28000
2666,Salesland,28000
2667,Salesland,28000
2668,Salesland,28000
2669,Salesland,28000
2670,Salesland,28000
2671,Salesland,28000
2672,Salesland,28000
2673,Salesland,28000
2675,Salesland,28000
2676,Salesland,28000
2677,Salesland,28000
6,Tienda PHONE HOUSE Bravo Murillo 154 (Mad),28020
E-QU2,La Pausa /  E-QU2,9290
7002,Tienda PHONE HOUSE CC El Mirador (Burgos) WL,9006
8145,"Tienda PHONE HOUSE MIRANDA DE EBRO, COMUNE F",9200
184,Tienda PHONE HOUSE CC Alcampo Parque LaRioja,26007
436,Tienda  PHONE HOUSE - CC Arcca (Calahorra),26500
883,"Tienda PHONE HOUSE Estepona, Real 61 F",29680
OP012,MOTOR REPRIS AUTOMOCI�,8015
278,STAND -  MEDIA MARKT RIVAS,28000
47,S.A.INDUSTRIAS CELULOSA ARAGONESA,50015
51,THOMSON REUTERS (MADRID),28004
167,STAND -  CARREFOUR ALCAZAR DE SAN JUAN,13000
39,MEDIA MARKT SATURN,8820
47,CASTELL�N,12002
134,Tienda  PHONE HOUSE - Le�n XIII 28 (Zaragza),50008
318,Tienda PHONE HOUSE CC Alcampo Enlaces (Zgza),50012
444,Tienda  PHONE HOUSE - CC Pza. Imperial (Zgoza),50197
745,Tienda PHONE HOUSE CC Gran Casa (Zaragoza) W,50015
8191,"Tienda PHONE HOUSE Toro, del Sol 13 F",49800
372,GA.SALA.AV PORTUGAL,37004
137,Tienda PHONE HOUSE Toro 3 (Salamanca),37002
351,Tienda  PHONE HOUSE - CC Vialia (Salamanca),37004
C8185,Tienda  YOIGO -C.C. El Tormes,37900
154,ALIMERKA-C.NARCEA-LEITARIEGOS,33800
188,ALIMERKA -TINEO,33000
534,ALIMERKA-GABRIEL Y GALAN,47013
361,GA.VALL.ADOLFO MIAJA,47014
367,GA.VALL.LA VICTORIA,47009
178,Tienda  PHONE HOUSE - CC Equinocio Zarat�n,47610
823,"Tienda PHONE HOUSE Medina dl Campo,Padilla F",47700
113,Tienda PHONE HOUSE Santiago 16(Valladolid)WL,47001
445,Tienda PHONE HOUSE Manter�a 27 (Valladolid),47004
755,Tienda PHONE HOUSE CCRio Shopping(Vallado)WL,47915
752,Tienda PHONE HOUSE CC Ciudad Tres Cantos(TC),28760
C814,Tienda  VODAFONE - CC El Mirador,28770
814,"Tienda PHONE HOUSE Colmenar, Molino Viento F",28770
12,Ciutat Elisis,25001
13,Almacelles,25100
45,Templers,25002
116,ALIMERKA-PB.AVDA. GALICIA,33450
170,ALIMERKA-PIEDRAS BLANCAS,33450
27,ALIMERKA-SAL-L.TREILLAR 9,33400
68,ALIMERKA-RAICES-SEVERO OCHOA,33405
148,ALIMERKA-SAL-AV.DEL CAMPON,33400
1000,Contesta,28000
1001,Contesta,28000
1002,Contesta,28000
1003,Contesta,28000
1004,Contesta,28000
1005,Contesta,28000
1006,Contesta,28000
1007,Contesta,28000
1008,Contesta,28000
1009,Contesta,28000
1011,Contesta,28000
1012,Contesta,28000
1013,Contesta,28000
1014,Contesta,28000
1016,Contesta,28000
1017,Contesta,28000
1018,Contesta,28000
1050,Salesland,28000
1051,Salesland,28000
1052,Salesland,28000
1053,Salesland,28000
1054,Salesland,28000
1056,Salesland,28000
1057,Salesland,28000
1058,Salesland,28000
1059,Salesland,28000
1060,Salesland,28000
1061,Salesland,28000
1062,Salesland,28000
1063,Salesland,28000
1064,Salesland,28000
1065,Salesland,28000
1066,Salesland,28000
1067,Salesland,28000
1099,Cititeam,28000
1100,Cititeam,28000
1101,Cititeam,28000
1102,Cititeam,28000
1103,Cititeam,28000
1104,Cititeam,28000
1107,Cititeam,28000
1108,Cititeam,28000
1109,Cititeam,28000
1111,Cititeam,28000
1112,Cititeam,28000
1113,Cititeam,28000
1114,Cititeam,28000
1115,Cititeam,28000
1116,Cititeam,28000
1117,Cititeam,28000
1118,Cititeam,28000
1119,Cititeam,28000
1120,Cititeam,28000
1121,Cititeam,28000
11,ONLY YOU HOTEL & LOUNGE,28004
C0302,BMW - M�vil Begar,3006
8226,Tienda PHONE HOUSE  Cabra,14940
C4605,BMW - Engasa,46930
170,PUJ�S,8904
172,RAFAEL DE CAMPALANS,8903
175,RAMBLA CATALANA,8903
178,JOSEP PRATS,8901
176,JOVENTUT,8906
45,"NEUMATICOS SOLEDAD, S.L.",3690
23,"NEUMATICOS SOLEDAD, S.L.",3680
22,"NEUMATICOS SOLEDAD, S.L.",3006
20,"NEUMATICOS SOLEDAD, S.L.",3203
C3601,"AUDI - IBERICAR PREMIUM VIGO, S.L.",36214
C3602,BMW - Celtamotor - Vigo,36213
7,"NEUMATICOS SOLEDAD, S.L.",45600
C4604,"AUDI - LEVANTE WAGEN, S.A.",46930
10,"NEUMATICOS SOLEDAD, S.L.",3390
11,"NEUMATICOS SOLEDAD, S.L.",3500
14,"NEUMATICOS SOLEDAD, S.L.",3204
15,"NEUMATICOS SOLEDAD, S.L.",3005
21,"NEUMATICOS SOLEDAD, S.L.",3339
26,"NEUMATICOS SOLEDAD, S.L.",3205
29,"TYRES SERVICES COSTA CALIDA, S.L.",3183
37,"NEUMATICOS SOLEDAD, S.L.",3203
40,ECOLOGICAL DRIVER,3201
42,ECOLOGICAL DRIVER,3695
17,"NEUMATICOS SOLEDAD, S.L.",30007
19,"NEUMATICOS SOLEDAD, S.L.",30169
27,"TYRES SERVICES COSTA CALIDA, S.L.",30366
28,"TYRES SERVICES COSTA CALIDA, S.L.",30709
30,"TYRES SERVICES COSTA CALIDA, S.L.",30320
31,"TYRES SERVICES COSTA CALIDA, S.L.",30203
43,ECOLOGICAL DRIVER,30205
